"StatId";"StatName";"Zone";"PhaseNum";"PlayerId";"GameSeconds";"nX";"Y";"nY";"TeamId";"GameId"
10645;"Ruck Arrivals - Defence - 1 Player";"GR";1;21842;64;956;156;544;1125;20198501010
10653;"Ruck Arrivals - Attack - 4 Players";"GR";1;21842;64;956;156;544;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";1;36388;65;956;156;544;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";1;36388;65;956;156;544;1125;20198501010
10071;"Ruck Action - Cleanout";"GR";1;36388;65;956;156;544;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";1;36388;65;956;156;544;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";1;442;65;956;156;544;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";1;442;65;956;156;544;1125;20198501010
10073;"Ruck Action - Post";"GR";1;442;65;956;156;544;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";1;442;65;956;156;544;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";1;21311;66;956;156;544;1125;20198501010
10073;"Ruck Action - Post";"GR";1;21311;66;956;156;544;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";1;21311;66;956;156;544;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"GR";1;21311;66;956;156;544;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";1;35996;70;956;156;544;1125;20198501010
10073;"Ruck Action - Post";"GR";1;35996;70;956;156;544;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"GR";1;35996;70;956;156;544;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"GR";1;35996;70;956;156;544;1125;20198501010
10007;"Receipts";"GR";1;41107;71;956;156;544;1125;20198501010
15;"Other Passes";"GR";1;41107;72;956;156;544;1125;20198501010
16;"Ball Carry";"GR";1;340;72;927;224;476;1125;20198501010
17;"Ball Carry (OCCUR)";"GR";1;340;72;927;224;476;1125;20198501010
10007;"Receipts";"GR";1;340;72;927;224;476;1125;20198501010
10008;"Ball Runs into Contact";"GR";1;340;72;927;224;476;1125;20198501010
10500;"Ball Carries - Into Contact - Effective";"GR";1;340;73;935;222;478;1125;20198501010
57;"Ruck-Won";"GR";2;NA;75;954;217;483;1125;20198501010
10011;"Team Gainline Static";"GR";2;NA;75;954;217;483;1125;20198501010
10083;"Own Ruck Speed 3-6";"GR";2;NA;75;954;217;483;1125;20198501010
10428;"Opp Ruck Speed 3-6";"GR";2;NA;75;954;217;483;1125;20198501010
10504;"Ruck Sets";"GR";2;340;75;954;217;483;1125;20198501010
10646;"Ruck Arrivals - Defence - 0 Players";"GR";2;340;75;954;217;483;1125;20198501010
10656;"Ruck Arrivals - Attack - 1 Player";"GR";2;340;75;954;217;483;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";2;35996;76;954;217;483;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";2;35996;76;954;217;483;1125;20198501010
10073;"Ruck Action - Post";"GR";2;35996;76;954;217;483;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";2;35996;76;954;217;483;1125;20198501010
16;"Ball Carry";"GR";2;36393;78;954;217;483;1125;20198501010
17;"Ball Carry (OCCUR)";"GR";2;36393;78;954;217;483;1125;20198501010
10007;"Receipts";"GR";2;36393;78;954;217;483;1125;20198501010
10008;"Ball Runs into Contact";"GR";2;36393;78;954;217;483;1125;20198501010
57;"Ruck-Won";"GR";3;NA;82;951;235;465;1125;20198501010
10011;"Team Gainline Static";"GR";3;NA;82;951;235;465;1125;20198501010
10083;"Own Ruck Speed 3-6";"GR";3;NA;82;951;235;465;1125;20198501010
10428;"Opp Ruck Speed 3-6";"GR";3;NA;82;951;235;465;1125;20198501010
10504;"Ruck Sets";"GR";3;36393;82;951;235;465;1125;20198501010
10646;"Ruck Arrivals - Defence - 0 Players";"GR";3;36393;82;951;235;465;1125;20198501010
10654;"Ruck Arrivals - Attack - 3 Players";"GR";3;36393;82;951;235;465;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";3;35996;82;951;235;465;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";3;35996;82;951;235;465;1125;20198501010
10071;"Ruck Action - Cleanout";"GR";3;35996;82;951;235;465;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";3;35996;82;951;235;465;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";3;38157;83;951;235;465;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";3;38157;83;951;235;465;1125;20198501010
10072;"Ruck Action - Straddle";"GR";3;38157;83;951;235;465;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";3;38157;83;951;235;465;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GR";3;43245;83;951;235;465;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GR";3;43245;83;951;235;465;1125;20198501010
10073;"Ruck Action - Post";"GR";3;43245;83;951;235;465;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GR";3;43245;83;951;235;465;1125;20198501010
10007;"Receipts";"GR";3;41107;87;951;235;465;1125;20198501010
15;"Other Passes";"GR";3;41107;88;951;235;465;1125;20198501010
10007;"Receipts";"GC";3;38156;89;907;286;414;1125;20198501010
15;"Other Passes";"GC";3;38156;89;925;304;396;1125;20198501010
16;"Ball Carry";"GC";3;21311;89;918;330;370;1125;20198501010
17;"Ball Carry (OCCUR)";"GC";3;21311;89;918;330;370;1125;20198501010
10007;"Receipts";"GC";3;21311;89;918;330;370;1125;20198501010
10008;"Ball Runs into Contact";"GC";3;21311;89;918;330;370;1125;20198501010
10500;"Ball Carries - Into Contact - Effective";"GC";3;21311;90;935;318;382;1125;20198501010
57;"Ruck-Won";"GC";4;NA;91;946;310;390;1125;20198501010
10011;"Team Gainline Static";"GC";4;NA;91;946;310;390;1125;20198501010
10082;"Own Ruck Speed 0-3";"GC";4;NA;91;946;310;390;1125;20198501010
10427;"Opp Ruck Speed 0-3";"GC";4;NA;91;946;310;390;1125;20198501010
10504;"Ruck Sets";"GC";4;21311;91;946;310;390;1125;20198501010
10645;"Ruck Arrivals - Defence - 1 Player";"GC";4;21311;91;946;310;390;1125;20198501010
10653;"Ruck Arrivals - Attack - 4 Players";"GC";4;21311;91;946;310;390;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GC";4;340;91;946;310;390;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GC";4;340;91;946;310;390;1125;20198501010
10071;"Ruck Action - Cleanout";"GC";4;340;91;946;310;390;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GC";4;340;91;946;310;390;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"GC";4;38156;92;946;310;390;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GC";4;38156;92;946;310;390;1125;20198501010
10072;"Ruck Action - Straddle";"GC";4;38156;92;946;310;390;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GC";4;38156;92;946;310;390;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GC";4;47205;93;946;310;390;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"GC";4;47205;93;946;310;390;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"GC";4;47205;93;946;310;390;1125;20198501010
10013;"Attacking Breakdown - arrivals";"GC";4;38157;93;946;310;390;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"GC";4;38157;93;946;310;390;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"GC";4;38157;93;946;310;390;1125;20198501010
10007;"Receipts";"GC";4;41107;93;946;310;390;1125;20198501010
15;"Other Passes";"GC";4;41107;94;946;310;390;1125;20198501010
10007;"Receipts";"GC";4;7793;95;909;406;294;1125;20198501010
15;"Other Passes";"GC";4;7793;95;918;439;261;1125;20198501010
16;"Ball Carry";"GL";4;7785;96;904;492;208;1125;20198501010
17;"Ball Carry (OCCUR)";"GL";4;7785;96;904;492;208;1125;20198501010
10007;"Receipts";"GL";4;7785;96;904;492;208;1125;20198501010
10008;"Ball Runs into Contact";"GL";4;7785;96;904;492;208;1125;20198501010
85;"2-Bad";"GR";0;21311;149;951;1;699;1125;20198501010
10680;"Lineout Throw - Slow";"GR";0;NA;149;951;1;699;1125;20198501010
19;"Lineout-Won";"GR";0;NA;149;951;1;699;1125;20198501010
10054;"Lineouts - Own - 6 Man - Ineffective";"GR";0;NA;149;951;1;699;1125;20198501010
10561;"Lineout Launch Outcome - Turnover";"GR";0;NA;149;951;1;699;1125;20198501010
10670;"Lineout Outcome - Unknown";"GR";0;NA;149;951;1;699;1125;20198501010
10679;"Lineout - Front";"GR";0;NA;149;951;1;699;1125;20198501010
10684;"Lineout - 6+1 Men";"GR";0;NA;149;951;1;699;1125;20198501010
10027;"Lineout Lifting";"GR";0;35996;149;951;1;699;1125;20198501010
10027;"Lineout Lifting";"GR";0;36393;150;951;1;699;1125;20198501010
10007;"Receipts";"GR";0;47205;150;949;107;593;1125;20198501010
91;"Knock On";"GR";0;47205;150;949;107;593;1125;20198501010
35;"Turnover Conceded - Handling Error";"GR";0;47205;151;949;107;593;1125;20198501010
36;"Turnover Con";"GR";0;47205;151;949;107;593;1125;20198501010
72;"Made Tackle";"GR";0;47205;151;959;131;569;1125;20198501010
10592;"Scrum Involvement";"YL";0;38156;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;43245;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;38157;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;36393;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;21311;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;47205;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;340;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;35996;212;52;149;149;1125;20198501010
10592;"Scrum Involvement";"YL";0;47205;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;36393;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;38156;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;21311;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;340;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;43245;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;35996;244;52;147;147;1125;20198501010
10592;"Scrum Involvement";"YL";0;38157;244;52;147;147;1125;20198501010
72;"Made Tackle";"GR";0;7793;248;955;243;457;1125;20198501010
10014;"Impeded Progress Tackles";"GR";0;7793;248;955;243;457;1125;20198501010
72;"Made Tackle";"GR";0;7785;248;955;243;457;1125;20198501010
10007;"Receipts";"CR";0;442;259;435;43;657;1125;20198501010
10583;"Turnover Launch - Kick";"CR";0;NA;259;435;43;657;1125;20198501010
47;"Kick";"CR";0;442;262;530;43;657;1125;20198501010
48;"Kick (OCCUR)";"CR";0;442;262;530;43;657;1125;20198501010
10019;"Long Kicks";"CR";0;442;262;530;43;657;1125;20198501010
16;"Ball Carry";"GR";0;35169;268;887;144;556;1125;20198501010
17;"Ball Carry (OCCUR)";"GR";0;35169;268;887;144;556;1125;20198501010
10007;"Receipts";"GR";0;35169;268;887;144;556;1125;20198501010
10008;"Ball Runs into Contact";"GR";0;35169;268;887;144;556;1125;20198501010
10590;"Turnover Launch - Try";"GR";0;NA;268;887;144;556;1125;20198501010
10500;"Ball Carries - Into Contact - Effective";"GR";0;35169;269;943;143;557;1125;20198501010
8;"Tackle Break";"GR";0;35169;269;972;141;559;1125;20198501010
6;"Try Assist";"GR";0;35169;270;972;141;559;1125;20198501010
5;"Try";"GR";0;35169;271;1060;147;553;1125;20198501010
10581;"Try-From Turnover";"GR";0;NA;271;1060;147;553;1125;20198501010
9;"Conversion-G";"GR";0;7793;342;772;165;535;1125;20198501010
10007;"Receipts";"YL";0;43245;383;159;554;146;1125;20198501010
10521;"Defensive Exits";"YL";0;NA;383;159;554;146;1125;20198501010
10583;"Turnover Launch - Kick";"YL";0;NA;383;159;554;146;1125;20198501010
15;"Other Passes";"YL";0;43245;384;151;541;159;1125;20198501010
16;"Ball Carry";"YL";0;36393;384;136;456;244;1125;20198501010
17;"Ball Carry (OCCUR)";"YL";0;36393;384;136;456;244;1125;20198501010
10007;"Receipts";"YL";0;36393;384;136;456;244;1125;20198501010
10008;"Ball Runs into Contact";"YL";0;36393;384;136;456;244;1125;20198501010
10500;"Ball Carries - Into Contact - Effective";"YC";0;36393;386;180;450;250;1125;20198501010
57;"Ruck-Won";"YC";1;NA;387;198;445;255;1125;20198501010
10083;"Own Ruck Speed 3-6";"YC";1;NA;387;198;445;255;1125;20198501010
10428;"Opp Ruck Speed 3-6";"YC";1;NA;387;198;445;255;1125;20198501010
10504;"Ruck Sets";"YC";1;36393;387;198;445;255;1125;20198501010
10645;"Ruck Arrivals - Defence - 1 Player";"YC";1;36393;387;198;445;255;1125;20198501010
10654;"Ruck Arrivals - Attack - 3 Players";"YC";1;36393;387;198;445;255;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YC";1;43245;387;198;445;255;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YC";1;43245;387;198;445;255;1125;20198501010
10071;"Ruck Action - Cleanout";"YC";1;43245;387;198;445;255;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YC";1;43245;387;198;445;255;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YC";1;340;388;198;445;255;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YC";1;340;388;198;445;255;1125;20198501010
10071;"Ruck Action - Cleanout";"YC";1;340;388;198;445;255;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YC";1;340;388;198;445;255;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YC";1;7785;388;198;445;255;1125;20198501010
10073;"Ruck Action - Post";"YC";1;7785;388;198;445;255;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YC";1;7785;388;198;445;255;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YC";1;7785;388;198;445;255;1125;20198501010
10007;"Receipts";"YC";1;41107;391;198;445;255;1125;20198501010
15;"Other Passes";"YC";1;41107;391;198;445;255;1125;20198501010
16;"Ball Carry";"YL";1;38156;391;170;518;182;1125;20198501010
17;"Ball Carry (OCCUR)";"YL";1;38156;391;170;518;182;1125;20198501010
10007;"Receipts";"YL";1;38156;391;170;518;182;1125;20198501010
10008;"Ball Runs into Contact";"YL";1;38156;391;170;518;182;1125;20198501010
10500;"Ball Carries - Into Contact - Effective";"YL";1;38156;392;185;528;172;1125;20198501010
57;"Ruck-Won";"YL";2;NA;394;203;530;170;1125;20198501010
10011;"Team Gainline Static";"YL";2;NA;394;203;530;170;1125;20198501010
10084;"Own Ruck Speed 6+";"YL";2;NA;394;203;530;170;1125;20198501010
10429;"Opp Ruck Speed 6+";"YL";2;NA;394;203;530;170;1125;20198501010
10504;"Ruck Sets";"YL";2;38156;394;203;530;170;1125;20198501010
10646;"Ruck Arrivals - Defence - 0 Players";"YL";2;38156;394;203;530;170;1125;20198501010
10652;"Ruck Arrivals - Attack - 5 Players";"YL";2;38156;394;203;530;170;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YL";2;35996;394;203;530;170;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";2;35996;394;203;530;170;1125;20198501010
10071;"Ruck Action - Cleanout";"YL";2;35996;394;203;530;170;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";2;35996;394;203;530;170;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YL";2;21311;394;203;530;170;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";2;21311;394;203;530;170;1125;20198501010
10073;"Ruck Action - Post";"YL";2;21311;394;203;530;170;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";2;21311;394;203;530;170;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YL";2;38157;396;203;530;170;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";2;38157;396;203;530;170;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";2;38157;396;203;530;170;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";2;340;397;203;530;170;1125;20198501010
10073;"Ruck Action - Post";"YL";2;340;397;203;530;170;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";2;340;397;203;530;170;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";2;340;397;203;530;170;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";2;43245;400;203;530;170;1125;20198501010
10073;"Ruck Action - Post";"YL";2;43245;400;203;530;170;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";2;43245;400;203;530;170;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";2;43245;400;203;530;170;1125;20198501010
10007;"Receipts";"YL";2;41107;403;203;530;170;1125;20198501010
47;"Kick";"YL";2;41107;404;179;526;174;1125;20198501010
48;"Kick (OCCUR)";"YL";2;41107;404;179;526;174;1125;20198501010
10019;"Long Kicks";"YL";2;41107;404;179;526;174;1125;20198501010
10039;"Kicking out of Defensive 22";"YL";2;41107;404;179;526;174;1125;20198501010
72;"Made Tackle";"YL";0;36393;412;393;452;248;1125;20198501010
10015;"Defensive Breakdown - 1st 3 arrivals";"YC";1;38157;414;364;450;250;1125;20198501010
10016;"Defensive Breakdown - arrivals";"YC";1;38157;414;364;450;250;1125;20198501010
10435;"Opp Breakdown Arrival - 1st 3 - Own Team";"YC";1;38157;414;364;450;250;1125;20198501010
16;"Ball Carry";"YL";0;35169;423;9;549;151;1125;20198501010
17;"Ball Carry (OCCUR)";"YL";0;35169;423;9;549;151;1125;20198501010
10007;"Receipts";"YL";0;35169;423;9;549;151;1125;20198501010
10008;"Ball Runs into Contact";"YL";0;35169;423;9;549;151;1125;20198501010
10521;"Defensive Exits";"YL";0;NA;423;9;549;151;1125;20198501010
10584;"Turnover Launch - Kick Out";"YL";0;NA;423;9;549;151;1125;20198501010
57;"Ruck-Won";"YL";1;NA;425;11;536;164;1125;20198501010
10084;"Own Ruck Speed 6+";"YL";1;NA;425;11;536;164;1125;20198501010
10429;"Opp Ruck Speed 6+";"YL";1;NA;425;11;536;164;1125;20198501010
10504;"Ruck Sets";"YL";1;35169;425;11;536;164;1125;20198501010
10644;"Ruck Arrivals - Defence - 2 Players";"YL";1;35169;425;11;536;164;1125;20198501010
10649;"Ruck Arrivals - Attack - 8 Players";"YL";1;35169;425;11;536;164;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YL";1;36393;426;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;36393;426;11;536;164;1125;20198501010
10071;"Ruck Action - Cleanout";"YL";1;36393;426;11;536;164;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";1;36393;426;11;536;164;1125;20198501010
10012;"Attacking Breakdown - 1st 3 arrivals";"YL";1;38156;426;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;38156;426;11;536;164;1125;20198501010
10071;"Ruck Action - Cleanout";"YL";1;38156;426;11;536;164;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";1;38156;426;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;442;427;11;536;164;1125;20198501010
10073;"Ruck Action - Post";"YL";1;442;427;11;536;164;1125;20198501010
10433;"Own Breakdown Arrival - 1st 3 - Own Team";"YL";1;442;427;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;442;427;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;340;428;11;536;164;1125;20198501010
10073;"Ruck Action - Post";"YL";1;340;428;11;536;164;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";1;340;428;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;340;428;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;35996;428;11;536;164;1125;20198501010
10073;"Ruck Action - Post";"YL";1;35996;428;11;536;164;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";1;35996;428;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;35996;428;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;21311;430;11;536;164;1125;20198501010
10073;"Ruck Action - Post";"YL";1;21311;430;11;536;164;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";1;21311;430;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;21311;430;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;47205;435;11;536;164;1125;20198501010
10072;"Ruck Action - Straddle";"YL";1;47205;435;11;536;164;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";1;47205;435;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;47205;435;11;536;164;1125;20198501010
10013;"Attacking Breakdown - arrivals";"YL";1;43245;436;11;536;164;1125;20198501010
10434;"Own Breakdown Arrival - Other - Own Team";"YL";1;43245;436;11;536;164;1125;20198501010
10437;"Own Breakdown Arrival - Other - Both Teams";"YL";1;43245;436;11;536;164;1125;20198501010
10007;"Receipts";"YL";1;7793;437;11;536;164;1125;20198501010
15;"Other Passes";"YL";1;7793;439;11;536;164;1125;20198501010
10007;"Receipts";"YC";1;36388;439;-83;450;250;1125;20198501010
47;"Kick";"YL";1;36388;440;-26;491;209;1125;20198501010
48;"Kick (OCCUR)";"YL";1;36388;440;-26;491;209;1125;20198501010
10019;"Long Kicks";"YL";1;36388;440;-26;491;209;1125;20198501010
10039;"Kicking out of Defensive 22";"YL";1;36388;440;-26;491;209;1125;20198501010
